62,42,44,82,73,61,32,54,67,86,75,67,60,74,82,42,72,60,54,32,18,54,72,64,53,48,0,56,70,47,44,66,55,52,76,69,43,33,60,70,62,36,28,40,57,64,64,80,50,60
50,38,66,58,46,67,26,50,50,26,20,36,42,22,38,16,64,64,66,64,62,32,58,37,94,88,56,0,73,52,60,58,52,68,52,28,79,64,56,66,66,53,82,64,61,38,45,45,28,30
72,46,48,65,42,19,32,66,11,52,54,75,44,69,58,57,77,54,67,46,78,73,62,52,28,46,70,73,0,55,32,23,34,76,44,28,56,72,32,55,68,44,54,57,29,28,53,97,76,18
42,42,40,44,43,16,78,42,54,38,86,28,28,54,78,53,40,55,70,38,65,78,59,20,66,62,47,52,55,0,58,37,28,38,33,79,61,14,57,68,37,38,25,45,72,59,41,74,43,54
54,64,45,66,57,32,76,32,52,53,52,24,76,57,54,91,42,16,56,57,70,83,36,44,74,45,44,60,32,58,0,23,77,60,82,13,32,32,46,67,56,58,46,66,48,70,43,56,38,39
32,68,58,44,69,38,66,86,88,85,30,58,36,57,54,58,64,75,82,86,21,70,73,88,50,57,66,58,23,37,23,0,73,29,79,39,90,25,70,39,50,30,70,21,44,32,78,62,71,80
28,50,51,46,16,80,30,79,58,26,52,20,60,84,54,23,66,52,26,79,54,53,87,42,78,72,55,52,34,28,77,73,0,51,60,35,43,46,56,24,46,26,53,64,58,38,37,80,60,56
43,48,37,68,51,42,85,60,53,56,50,39,35,78,68,32,50,46,62,72,58,60,56,64,76,90,52,68,76,38,60,29,51,0,64,76,32,66,94,48,75,80,57,56,23,76,68,34,40,67
61,46,76,40,73,68,74,52,40,40,50,49,58,50,48,71,77,64,48,59,16,52,66,61,62,62,76,52,44,33,82,79,60,64,0,78,50,42,16,48,73,48,50,40,45,84,78,34,66,57
54,81,52,48,70,66,62,42,41,46,34,70,40,73,66,78,67,64,55,48,58,64,28,41,60,18,69,28,28,79,13,39,35,76,78,0,24,22,38,79,74,78,56,36,67,56,78,57,56,49
51,35,57,28,45,19,53,34,40,68,42,70,50,50,82,16,56,23,23,50,64,80,56,55,44,91,43,79,56,61,32,90,43,32,50,24,0,52,36,72,55,46,71,62,54,78,48,76,62,28
50,35,31,34,34,74,40,73,75,66,48,27,61,53,62,58,23,52,18,58,12,64,53,78,34,26,33,64,72,14,32,25,46,66,42,22,52,0,37,40,20,50,50,53,28,84,72,92,74,27
46,68,58,32,38,45,32,57,15,86,37,87,46,64,58,58,23,32,50,44,47,63,80,54,39,20,60,56,32,57,46,70,56,94,16,38,36,37,0,28,61,34,73,32,48,57,18,94,48,48
79,74,32,44,82,49,76,40,57,45,48,92,58,82,86,44,67,43,70,52,84,57,64,25,36,40,70,66,55,68,67,39,24,48,48,79,72,40,28,0,54,30,40,64,83,28,38,94,25,38
56,32,72,61,52,52,58,50,88,80,64,64,46,96,76,28,42,46,73,46,55,62,79,55,36,42,62,66,68,37,56,50,46,75,73,74,55,20,61,54,0,90,75,60,32,72,49,54,60,54
52,60,36,80,68,38,56,51,41,67,52,76,58,78,70,52,72,82,42,53,57,59,43,38,76,66,36,53,44,38,58,30,26,80,48,78,46,50,34,30,90,0,85,36,46,59,70,57,44,32
82,78,30,42,53,64,72,32,28,56,31,50,89,92,72,52,94,58,76,50,63,90,78,44,86,40,28,82,54,25,46,70,53,57,50,56,71,50,73,40,75,85,0,50,46,40,42,80,48,90
40,41,66,50,70,46,52,64,68,52,54,64,50,94,64,88,26,92,73,73,27,61,92,76,42,44,40,64,57,45,66,21,64,56,40,36,62,53,32,64,60,36,50,0,44,80,56,58,45,44
29,50,56,68,58,70,56,80,43,29,78,58,72,19,50,46,30,88,28,42,84,31,26,52,67,80,57,61,29,72,48,44,58,23,45,67,54,28,48,83,32,46,46,44,0,79,62,38,44,48
76,47,58,36,26,64,57,78,40,73,13,90,26,44,30,27,40,70,20,82,30,28,44,59,62,52,64,38,28,59,70,32,38,76,84,56,78,84,57,28,72,59,40,80,79,0,29,62,60,59
42,26,37,64,85,52,69,18,38,39,42,39,53,44,44,54,20,52,92,68,24,49,48,71,82,58,64,45,53,41,43,78,37,68,78,78,48,72,18,38,49,70,42,56,62,29,0,86,54,68
74,74,52,36,42,46,70,28,81,36,66,78,77,42,58,34,27,20,23,34,38,80,47,72,62,84,80,45,97,74,56,62,80,34,34,57,76,92,94,94,54,57,80,58,38,62,86,0,50,82
40,64,80,50,62,60,34,54,54,52,56,40,94,39,40,46,74,24,65,72,52,46,46,83,40,58,50,28,76,43,38,71,60,40,66,56,62,74,48,25,60,44,48,45,44,60,54,50,0,18
82,56,16,74,48,32,54,66,44,32,56,48,69,40,38,38,50,68,24,42,55,34,66,46,58,30,60,30,18,54,39,80,56,67,57,49,28,27,48,38,54,32,90,44,48,59,68,82,18,0
